notice_year,item_std_code,company,product_name,rep_code,atc_code,rx_otc
2024,201707855,(주)사노피-아벤티스코리아,솔리쿠아펜주(10-40),8806520010800,A10AE54,전문
2024,201707854,(주)사노피-아벤티스코리아,솔리쿠아펜주(30-60),8806520010701,A10AE54,전문
2024,201905977,노보노디스크제약(주),줄토피플렉스터치주,8806544006001,A10AE56,전문
2024,197000068,(주)한독,다오닐정(글리벤클라미드),8806521001302,A10BB01,전문
2024,197700114,(주)유한양행,다이그린정(글리피지드),8806421001501,A10BB07,전문
2024,201004772,한국세르비에(주),디아미크롱서방정60밀리그램(글리클라지드),8806763001207,A10BB09,전문
2024,200806454,한국세르비에(주),디아미크롱서방정(글리클라지드),8806763000408,A10BB09,전문
2024,202202588,(주)엘지화학,제미다파정,8806689033207,A10BD,전문
2024,200307867,(주)대웅제약,글루리아드정500/5밀리그람,8806416002001,A10BD02,전문
2024,200805555,(주)한독,아마릴-멕스서방정2/500밀리그램,8806521038704,A10BD02,전문
2024,200708031,(주)다림바이오텍,글루파콤비정500/80mg(수출명:뉴글리클라메트정500/80mg),8806646000808,A10BD02,전문
2024,201309844,(주)셀트리온제약,액토스릴정30/2밀리그램,8806939034909,A10BD06,전문
2024,201309845,(주)셀트리온제약,액토스릴정30/4밀리그램,8806939035005,A10BD06,전문
2024,201404897,(주)셀트리온제약,네시나액트정25/30밀리그램,8806939036507,A10BD09,전문
2024,201404896,(주)셀트리온제약,네시나액트정25/15밀리그램,8806939036408,A10BD09,전문
2024,201202805,한국아스트라제네카(주),콤비글라이즈서방정5/500밀리그램,8806507009001,A10BD10,전문
2024,201202806,한국아스트라제네카(주),콤비글라이즈서방정5/1000밀리그램,8806507009100,A10BD10,전문
2024,201501047,(주)셀트리온제약,네시나메트정12.5/500밀리그램,8806939035906,A10BD13,전문
2024,201701586,한국베링거인겔하임(주),에스글리토정10/5밀리그램,8806535015906,A10BD19,전문
2024,201701587,한국베링거인겔하임(주),에스글리토정25/5밀리그램,8806535016002,A10BD19,전문
2024,201701576,한국아스트라제네카(주),큐턴정5/10밀리그램,8806507010502,A10BD21,전문
2024,201803606,한국엠에스디(주),스테글루잔정5/100밀리그램,8806555020003,A10BD24,전문
2024,201604112,(주)종근당,듀비메트서방정0.5/1000밀리그램,8806433074807,A10BD26,전문
2024,199900924,(주)한독,글루코바이정100밀리그람(아카보즈),8806521000602,A10BF01,전문
2024,199900925,(주)한독,글루코바이정50밀리그람(아카보즈),8806521000503,A10BF01,전문
2024,201306313,대원제약(주),미그보스필름코팅정(미그리톨),8806718055408,A10BF02,전문
2024,201308005,(주)종근당,듀비에정0.5밀리그램(로베글리타존황산염),8806433066109,A10BG04,전문
2024,201502790,제이더블유중외제약(주),가드렛정100mg(아나글립틴),8806449139804,A10BH,전문
2024,201100373,한국아스트라제네카(주),온글라이자정5밀리그램(삭사글립틴수화물),8806507008806,A10BH03,전문
2024,201100374,한국아스트라제네카(주),온글라이자정2.5밀리그램(삭사글립틴수화물),8806507008905,A10BH03,전문
2024,201307580,(주)셀트리온제약,네시나정25밀리그램(알로글립틴벤조산염),8806939036200,A10BH04,전문
2024,201307579,(주)셀트리온제약,네시나정12.5밀리그램(알로글립틴벤조산염),8806939036101,A10BH04,전문
2024,201106367,한국베링거인겔하임(주),트라젠타정(리나글립틴),8806535013803,A10BH05,전문
2024,201205933,(주)엘지화학,제미글로정50밀리그램(제미글립틴타르타르산염1.5수화물),8806689021709,A10BH06,전문
2024,201507014,동아에스티(주),슈가논정5밀리그램(에보글립틴타르타르산염),8806425072804,A10BH07,전문
2024,201706396,(주)엘지화학,제미로우정50/5밀리그램,8806689031906,A10BH52,전문
2024,201705815,노보노디스크제약(주),삭센다펜주6밀리그램/밀리리터(리라글루티드),8806544005707,A10BJ02,전문
2024,201005882,노보노디스크제약(주),빅토자펜주6밀리그램/밀리리터(리라글루티드),8806544005202,A10BJ02,전문
2024,201503166,한국릴리(유),트루리시티1.5밀리그램/0.5밀리리터(둘라글루타이드유전자재조합)일회용펜,8806708010509,A10BJ05,전문
2024,201503164,한국릴리(유),트루리시티0.75밀리그램/0.5밀리리터(둘라글루타이드유전자재조합)일회용펜,8806708010301,A10BJ05,전문
2024,202301384,노보노디스크제약(주),위고비프리필드펜2.4(세마글루티드),8806544006902,A10BJ06,전문
2024,202201737,노보노디스크제약(주),오젬픽프리필드펜(세마글루티드),8806544006506,A10BJ06,전문
2024,202201785,노보노디스크제약(주),리벨서스정(세마글루티드),8806544006100,A10BJ06,전문
2024,202201785,노보노디스크제약(주),리벨서스정(세마글루티드),8806544006209,A10BJ06,전문
2024,202201785,노보노디스크제약(주),리벨서스정(세마글루티드),8806544006308,A10BJ06,전문
2024,202204314,(주)대웅제약,엔블로정0.3밀리그램(이나보글리플로진),8806416077801,A10BK,전문
2024,201403745,한국베링거인겔하임(주),자디앙정25밀리그램(엠파글리플로진),8806535014701,A10BK03,전문
