ingredient,product_name,indication,report_type,report_date,era
"L-트레오닌,L-티로신,L-히스티딘,L-트립토판,L-리신아세트산염,α-케토-DL-이소류신칼슘,α-케토류신칼슘,α-케토페닐알라닌칼슘,α-케토발린칼슘,α-히드록시-DL-메티오닌칼슘",케토스테릴정,필름코팅정,공급부족,2025-09-10,2023-01-01~
시프로테론아세테이트,안드로쿨정(시프로테론아세테이트),나정,공급부족,2025-09-10,2023-01-01~
메틸프레드니솔론숙시네이트나트륨,살론주125밀리그램(메틸프레드니솔론숙시네이트나트륨),용액용동결건조분말주사제,공급중단,2025-09-10,2023-01-01~
"혈액응고인자IX, 노나코그-알파(유전자재조합)(숙주:CHODUKX-B11세포)(발현벡터:pMT2-IX,pEA-PACE-SOL)","베네픽스주(혈액응고인자IX, 노나코그-알파 (유전자재조합))",용액용동결건조분말주사제,공급부족,2025-09-05,2023-01-01~
아로티놀롤염산염,알잘정5밀리그램(아로티놀롤염산염),필름코팅정,공급부족,2025-09-02,2023-01-01~
아로티놀롤염산염,알잘정10밀리그램(아로티놀롤염산염),필름코팅정,공급부족,2025-09-02,2023-01-01~
헤파리노이드,하나로겔(헤파리노이드),피부용겔제,공급부족,2025-08-29,2023-01-01~
니라파립토실산염일수화물,제줄라캡슐100밀리그램(니라파립토실산염일수화물),"경질캡슐제, 산제",공급중단,2025-08-28,2023-01-01~
란소프라졸,모노리툼플라스정15밀리그램(란소프라졸),구강붕해정,공급중단,2025-08-18,2023-01-01~
란소프라졸,모노리툼플라스정30밀리그램(란소프라졸),구강붕해정,공급중단,2025-08-18,2023-01-01~
"레보노르게스트렐,에티닐에스트라디올",에이리스정,필름코팅정,공급부족,2025-08-18,2023-01-01~
피로인산나트륨(결정),테크네피로인산키트주사(피로인산나트륨),용액용분말주사제,공급중단,2025-08-14,2023-01-01~
"플루티카손푸로에이트(미분화),빌란테롤트리페나테이트(미분화),유메클리디늄브롬화물(미분화)",트렐리지200엘립타흡입제,"정량흡입제, 분말제",공급부족,2025-08-14,2023-01-01~
인슐린아스파트,피아스프플렉스터치주100단위/밀리리터(인슐린아스파트),용액주사제,공급부족,2025-08-12,2023-01-01~
펠비낙,신신펠비낙로오션(펠비낙),피부로션제,공급중단,2025-08-11,2023-01-01~
사람 피브리노겐,녹십자-파이브리노겐주(건조사람피브리노겐),용액용동결건조분말주사제,공급부족,2025-08-08,2023-01-01~
파파베린염산염,이연파파베린염산염주사,용액주사제,공급중단,2025-08-08,2023-01-01~
"트로픽아미드,페닐레프린염산염","트로페린점안액(트로픽아미드,페닐레프린)(1회용)",점안용액제,공급부족,2025-08-07,2023-01-01~
페티딘염산염,비씨염산페치딘주사액,용액주사제,공급중단,2025-07-31,2023-01-01~
에스트라디올반수화물,디비겔0.1%겔(에스트라디올),피부리니멘트제,공급중단,2025-07-28,2023-01-01~
"바실루스서브틸리스균,엔테로코쿠스페슘균",메디락디에스장용캡슐,장용성필름코팅캡슐제,공급부족,2025-07-25,2023-01-01~
"바실루스서브틸리스균,엔테로코쿠스페슘균",메디락에스장용캡슐,장용성필름코팅캡슐제,공급부족,2025-07-25,2023-01-01~
"염화칼슘,아프로티닌용액,사람 피브리노겐,사람트롬빈,사람 혈장 유래 혈액응고인자 XIII",베리플라스트-피콤비세트3mL,밀폐제용산제,공급중단,2025-07-24,2023-01-01~
"염화칼슘,아프로티닌용액,사람 피브리노겐,사람트롬빈,사람 혈장 유래 혈액응고인자 XIII",베리플라스트-피콤비세트1mL,밀폐제용산제,공급중단,2025-07-24,2023-01-01~
"부데소니드,포르모테롤푸마르산염수화물",심비코트라피헬러흡입제80/2.25마이크로그램,정량계량성 에어로솔,공급부족,2025-07-23,2023-01-01~
미토테인,리소드렌정500밀리그람(미토테인),나정,공급중단,2025-07-23,2023-01-01~
알렘투주맙,"렘트라다주(알렘투주맙)(단클론항체,유전자재조합)",용액주사제,공급중단,2025-07-23,2023-01-01~
펜타닐시트르산염,펜토라박칼정800마이크로그램(펜타닐시트르산염),박칼정,공급중단,2025-07-22,2023-01-01~
사피나미드메실산염,에퀴피나필름코팅정50밀리그램(사피나미드메실산염),필름코팅정,공급부족,2025-07-21,2023-01-01~
답토마이신,답토신주350밀리그램(답토마이신),용액용동결건조분말주사제,공급중단,2025-07-18,2023-01-01~
에스오메프라졸나트륨,넥시움주(에스오메프라졸나트륨),용액용분말주사제,공급중단,2025-07-17,2023-01-01~
프로티렐린타르타르산염수화물,세레브렌주(프로티렐린타르타르산염수화물),용액주사제,공급중단,2025-07-16,2023-01-01~
폴리트로핀델타,레코벨프리필드펜(폴리트로핀델타)(유전자재조합),용액주사제,공급부족,2025-07-09,2023-01-01~
"칼시포트리올,베타메타손디프로피오네이트",엔스틸룸폼,포말에어로솔,공급중단,2025-07-08,2023-01-01~
6β-요오드메칠-19-노르-코레스트-5(10)-엔3β-올(131 I),아도스테롤(131I)주사액(요오디네이티트(131I)노르콜레스테롤),용액주사제,공급중단,2025-06-30,2023-01-01~
잘레플론,잘레딥캡슐10밀리그램(잘레플론),"경질캡슐제, 산제",공급부족,2025-06-27,2023-01-01~
비노렐빈타르타르산염,나벨빈주(비노렐빈타르타르산염),용액주사제,공급중단,2025-06-27,2023-01-01~
록시트로마이신,록씨현탁액(록시트로마이신),경구용현탁액제,공급중단,2025-06-24,2023-01-01~
"플루티카손프로피오네이트(미분화),포르모테롤푸마르산염수화물(미분화)",플루티폼흡입제125μg/5μg,"흡입제, 미분류",공급부족,2025-06-19,2023-01-01~
테리파라타이드(유전자재조합),테로사카트리지주(테리파라타이드),용액주사제,공급중단,2025-06-19,2023-01-01~
"라미프릴,펠로디핀",트리아핀정5/5mg,서방성필름코팅정,공급중단,2025-06-18,2023-01-01~
"히드로코르티손,시프로플록사신염산염수화물",한국노바티스시프로바이점이현탁액,점이현탁액제,공급부족,2025-06-17,2023-01-01~
메플로퀸염산염,라리암정250밀리그램(메플로퀸염산염),나정,공급부족,2025-06-13,2023-01-01~
"염화나트륨,포도당,시트르산나트륨수화물,시트르산칼륨수화물",링거라이트액,경구용액제,공급부족,2025-06-12,2023-01-01~
에스몰롤염산염,제일브레비블록주100밀리그램(에스몰롤염산염),용액주사제,공급중단,2025-06-12,2023-01-01~
에스몰롤염산염,제일브레비블록주2.5그램(에스몰롤염산염)(바이알),용액주사제,공급중단,2025-06-12,2023-01-01~
"염화나트륨,히드록시에틸전분(130/0.4)",볼루벤주(VoluvenInj.),수액제,공급중단,2025-06-04,2023-01-01~
아세타졸아미드,졸라딘주사(아세타졸아미드),용액용동결건조분말주사제,공급부족,2025-06-02,2023-01-01~
팜프리딘,삼오팜프리딘서방정10밀리그램(팜프리딘),필름코팅정,공급중단,2025-05-28,2023-01-01~
가벡세이트메실산염,가벡실주사100밀리그램(가벡세이트메실산염),용액용분말주사제,공급중단,2025-05-28,2023-01-01~
플루르비프로펜,"오라센스액(플루르비프로펜), 오라센스액(페퍼민트)(플루르비프로펜)",가글제,공급중단,2025-05-28,2023-01-01~
벤지다민염산염,이바네구강용스프레이(벤지다민염산염),일반액상분무제,공급중단,2025-05-27,2023-01-01~
"수용성아줄렌,세틸피리디늄염화물수화물",목앤탁인후스프레이,일반액상분무제,공급중단,2025-05-23,2023-01-01~
프란루카스트수화물,씨투스현탁정140mg(프란루카스트수화물),분산정(현탁정),공급중단,2025-05-22,2023-01-01~
프란루카스트수화물,씨투스현탁정100mg(프란루카스트수화물),분산정(현탁정),공급중단,2025-05-22,2023-01-01~
프란루카스트수화물,씨투스현탁정50mg(프란루카스트수화물),분산정(현탁정),공급중단,2025-05-22,2023-01-01~
프란루카스트수화물,씨투스현탁정140mg(프란루카스트수화물),분산정(현탁정),공급중단,2025-05-22,2023-01-01~
프란루카스트수화물,씨투스현탁정70mg(프란루카스트수화물),분산정(현탁정),공급중단,2025-05-22,2023-01-01~
포도당,글루오렌지100액(포도당),경구용액제,공급부족,2025-05-21,2023-01-01~
"덱사메타손,시프로플록사신염산염수화물",실로덱스점이현탁액,점이현탁액제,공급부족,2025-05-19,2023-01-01~
트롤아민,비아핀에멀젼(트롤아민),피부크림제,공급중단,2025-05-16,2023-01-01~
니메술리드,"코러스니메술리드정(수출명:Pacisulide Tab, Nimed Tab.)",나정,공급중단,2025-05-15,2023-01-01~
폴리네이트칼슘,페르본주사(폴리네이트칼슘),용액주사제,공급중단,2025-05-12,2023-01-01~
아목시실린나트륨,폭소린주사1그램(아목시실린나트륨),용액용분말주사제,공급중단,2025-05-12,2023-01-01~
페니토인나트륨,삼진페니토인나트륨주사100밀리그램,용액주사제,공급중단,2025-05-12,2023-01-01~
파클리탁셀,안자탁스주(파클리탁셀),용액주사제,공급부족,2025-05-08,2023-01-01~
세르타코나졸질산염,부광더모픽스겔(세르타코나졸질산염)(수입명:Dermofixgel),샴푸,공급중단,2025-05-07,2023-01-01~
가바펜틴,그랠리즈서방정600밀리그램(가바펜틴),필름코팅정,공급중단,2025-05-02,2023-01-01~
가바펜틴,그랠리즈서방정300밀리그램(가바펜틴),필름코팅정,공급중단,2025-05-02,2023-01-01~
베르테포르핀,비쥬다인주사(베르테포르핀),용액용동결건조분말주사제,공급부족,2025-04-30,2023-01-01~
비노렐빈타르타르산염,나벨빈주(비노렐빈타르타르산염),용액주사제,공급중단,2025-04-30,2023-01-01~
히프로멜로오스,하이셀멸균액2%(히프로멜로오스),점안용액제,공급중단,2025-04-29,2023-01-01~
테스토스테론,나테스토나잘겔(테스토스테론),피부용겔제,공급부족,2025-04-29,2023-01-01~
L-아스파르트산-L-오르니틴,헤파멜즈산(L-아스파르트산-L-오르니틴),산제,공급부족,2025-04-29,2023-01-01~
세트로렐릭스아세트산염,"유레릭스주0.25밀리그램(세트로렐릭스아세트산염)
",용액용동결건조분말주사제,공급부족,2025-04-28,2023-01-01~
베쿠로늄브롬화물,베카론주(베쿠로늄브롬화물)(수출용),용액용동결건조분말주사제,공급중단,2025-04-28,2023-01-01~
로메플록사신염산염,로맥사신정100mg(로메플록사신염산염),필름코팅정,공급중단,2025-04-21,2023-01-01~
오셀타미비르인산염,코미플루산제30밀리그램(오셀타미비르인산염),산제,공급중단,2025-04-18,2023-01-01~
타다라필,그래서산10밀리그램(타다라필),산제,공급중단,2025-04-18,2023-01-01~
오셀타미비르인산염,코미플루산제45밀리그램(오셀타미비르인산염),산제,공급중단,2025-04-18,2023-01-01~
포도당,글루오렌지100액(포도당),경구용액제,공급부족,2025-04-11,2023-01-01~
세푸록심나트륨,종근당세푸록심나트륨주750밀리그램(세푸록심나트륨)(수출명:푸록심주),용액용분말주사제,공급중단,2025-04-11,2023-01-01~
에틸로플라제페이트,빅손정(에틸로플라제페이트),필름코팅정,공급중단,2025-04-09,2023-01-01~
"인슐린디터머(숙주:S. Cerevisiae, 벡터: pAK729.6.16-△amp)",레버미어플렉스펜주100단위/밀리리터,용액주사제,공급부족,2025-04-04,2023-01-01~
"인슐린아스파트(숙주: Saccharomyces Cerevisiae MT663, 벡터: pAK1214)","노보믹스30플렉스펜주100단위/밀리리터(인슐린아스파트,유전자재조합)",현탁액주사제,공급부족,2025-04-04,2023-01-01~
인슐린아스파트,노보래피드플렉스펜주100단위/밀리리터(인슐린아스파트),용액주사제,공급부족,2025-04-04,2023-01-01~
플로로글루시놀수화물,삼아로스판액(플로로글루시놀수화물),경구용액제,공급부족,2025-03-31,2023-01-01~
프란루카스트수화물,씨투스현탁정70mg(프란루카스트수화물),분산정(현탁정),공급부족,2025-03-31,2023-01-01~
프란루카스트수화물,씨투스현탁정100mg(프란루카스트수화물),분산정(현탁정),공급부족,2025-03-31,2023-01-01~
프란루카스트수화물,씨투스현탁정140mg(프란루카스트수화물),분산정(현탁정),공급부족,2025-03-31,2023-01-01~
프란루카스트수화물,씨투스현탁정50mg(프란루카스트수화물),분산정(현탁정),공급부족,2025-03-31,2023-01-01~
글루콘산제이철나트륨착염,훼리탑캡슐(글루콘산제이철나트륨착염),"경질캡슐제, 산제",공급중단,2025-03-28,2023-01-01~
리보시클립숙신산염,키스칼리정200밀리그램(리보시클립숙신산염),필름코팅정,공급중단,2025-03-25,2023-01-01~
세푸록심나트륨,신세프주0.75그램(세푸록심나트륨),용액용분말주사제,공급중단,2025-03-24,2023-01-01~
판크레아스분말,크레온캡슐40000(판크레아스 분말),"장용성캡슐제, 정제",공급중단,2025-03-21,2023-01-01~
"피페로닐부톡시드,피레트린엑스",라이센드플러스액,샴푸,공급부족,2025-03-21,2023-01-01~
코데인인산염수화물,하나인산코데인정,나정,공급부족,2025-03-18,2023-01-01~
베탁솔롤염산염,부광켈론정(베탁솔롤염산염),필름코팅정,공급중단,2025-03-11,2023-01-01~
팔리비주맙,시나지스주사액100밀리그램(팔리비주맙),용액주사제,공급부족,2025-03-11,2023-01-01~
팔리비주맙,시나지스주사액50밀리그램(팔리비주맙),용액주사제,공급부족,2025-03-11,2023-01-01~
미졸라스틴,부광미졸렌정10밀리그램(미졸라스틴),필름코팅정,공급중단,2025-03-11,2023-01-01~
텔비부딘,세비보정(텔비부딘),필름코팅정,공급중단,2025-03-11,2023-01-01~
"수막구균 혈청형 A 다당류와 디프테리아톡소이드 접합 단백질,수막구균 혈청형 C 다당류와 디프테리아톡소이드 접합 단백질,수막구균 혈청형 Y 다당류와 디프테리아톡소이드 접합 단백질,수막구균 혈청형 W-135 다당류와 디프테리아톡소이드 접합 단백질","메낙트라주(수막구균(A,C,Y,W-135)다당류-DT단백접합백신)",용액주사제,공급중단,2025-03-06,2023-01-01~
아미트리프틸린염산염,에트라빌10밀리그램정(아미트리프틸린염산염),필름코팅정,공급중단,2025-02-27,2023-01-01~
글리벤클라미드,다오닐정(글리벤클라미드),나정,공급중단,2025-02-27,2023-01-01~
메틸페니데이트염산염,콘서타OROS서방정27밀리그램(메틸페니데이트염산염),서방성필름코팅정,공급부족,2025-02-21,2023-01-01~
